"설치장소명",설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
"노인종합복지회관",휴게실,대구광역시,수성구,서민·복지시설,LGU+,Public WiFi Free,2020-10,대구광역시 달성군 가창면 우록길 206,대구광역시 수성구 황금동 478-4,한국통신사업자협회,1899-4876,35.7226391,128.6465416,2020-06-30
SOS아동보호센터,휴게실,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2020-10,대구광역시 달성군 논공읍 논공로 252,대구광역시 수성구 만촌1동 636-4,한국통신사업자협회,1899-4876,35.7238941,128.4550625,2020-06-30
"수성구청 별관",민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2020-10,대구광역시 달성군 현풍면 현풍동로 180,대구광역시 수성구 범어동 238-3,한국통신사업자협회,1899-4876,35.70169037,128.4418193,2020-06-30
"수성구청 본관",민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2020-10,대구광역시 달성군 논공읍 달성군청로 33,대구광역시 수성구 범어동 238-3,한국통신사업자협회,1899-4876,35.7745414,128.4313244,2020-06-30
"성림아동원",휴게실,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2020-10,대구광역시 달성군 화원읍 비슬로 2594,대구광역시 수성구 사월동 9,한국통신사업자협회,1899-4876,35.803907,128.500813,2020-06-30
"인제요양원",휴게실,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2020-10,대구광역시 달성군 옥포면 비슬로 2215,대구광역시 수성구 수성동4가 1225-2,한국통신사업자협회,1899-4876,35.7893104,128.4638592,2020-06-30
"애망요양원",휴게실,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2020-10,대구광역시 달성군 유가읍 휴양림길 375,대구광역시 수성구 파동 18,한국통신사업자협회,1899-4876,35.70013059,128.4989673,2020-06-30
"수성구보건소",민원실,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2020-10,대구광역시 달성군 유가읍 음동1길 9,대구광역시 수성구 중동 266-5,한국통신사업자협회,1899-4876,35.69757655,128.4828252,2020-06-30
"수성현대시장",시장 입구,대구광역시,수성구,서민·복지시설,LGU+,Public WiFi Free,2020-10,대구광역시 달성군 논공읍 비슬로 1779,대구광역시 수성구 수성동1가 649-76,한국통신사업자협회,1899-4876,35.7742545,128.4201906,2020-06-30
"고산1동주민센터",민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2020-12,대구광역시 달성군 현풍면 비슬로134길 157,대구광역시 수성구 신매동 193-1,한국통신사업자협회,1899-4876,35.6973681,128.4476609,2020-06-30
"고산3동주민센터",민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2020-12,대구광역시 달성군 다사읍 매곡로 12길 37,대구광역시 수성구 매호동 1325-6,한국통신사업자협회,1899-4876,35.86481448,128.4573053,2020-06-30
"상동주민센터",민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2020-12,대구광역시 달성군 하빈면 하빈로 423,대구광역시 수성구 상동 400,한국통신사업자협회,1899-4876,35.9017047,128.4448339,2020-06-30
"고산2동주민센터",민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2020-12,대구광역시 달성군 옥포면 비슬로 2215,대구광역시 수성구 시지동 140-3,한국통신사업자협회,1899-4876,35.7893104,128.4638592,2020-06-30
"지산1동주민센터",민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2020-12,대구광역시 달성군 논공읍 금포시장길 4,대구광역시 수성구 지산동 1280-2,한국통신사업자협회,1899-4876,35.7740353,128.4217832,2020-06-30
"황금1동주민센터",민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2020-12,대구광역시 달성군 다사읍 대실역 북로2길 188,대구광역시 수성구 황금동 93-5,한국통신사업자협회,1899-4876,35.865245,128.4607069,2020-06-30
"수성23가동주민센터",민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2020-10,대구광역시 중구 국채보상로 749,대구광역시 수성구 수성동3가 184-5,한국통신사업자협회,1899-4876,35.8687493,128.6124786,2020-06-30
"황금2동주민센터",민원실,대구광역시,수성구,관공서,SKT,Public WiFi Free,2020-10,대구광역시 중구 공평로4길 24-7,대구광역시 수성구 황금동 541-2,한국통신사업자협회,1899-4876,35.864951,128.6012747,2020-06-30
"중동주민센터",민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2020-10,대구광역시 동구 장등로90(입석동),대구광역시 수성구 중동 44-6,한국통신사업자협회,1899-4876,35.8753917,128.6237458,2020-06-30
"파동주민센터",민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2020-10,대구광역시 동구 동촌로11길 5(입석동),대구광역시 수성구 파동 152-20,한국통신사업자협회,1899-4876,35.8894286,128.6496203,2020-06-30
"두산동주민센터",민원실,대구광역시,수성구,관공서,KT,Public WiFi Free,2020-10,대구광역시 동구 팔공로24길 171(도동),대구광역시 수성구 두산동 499-4,한국통신사업자협회,1899-4876,35.9100034,128.6500078,2020-06-30
"만촌시장",시장 입구,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2020-10,대구광역시 동구 효동로15길 13(효목동),대구광역시 수성구 만촌동 640-1,한국통신사업자협회,1899-4876,35.8829095,128.6427347,2020-06-30
"동성시장",시장 입구,대구광역시,수성구,서민·복지시설,KT,Public WiFi Free,2020-10,대구광역시 동구 방촌로29길 46(방촌동),대구광역시 수성구 수성동2가 39-91,한국통신사업자협회,1899-4876,35.8820761,128.6716797,2020-06-30
"신천시장",시장 입구,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2020-10,대구광역시 동구 동대구로 483,대구광역시 수성구 범어동 1430,한국통신사업자협회,1899-4876,35.8734988,128.6248207,2020-06-30
"수성시장",시장 입구,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2020-10,대구광역시 동구 동대구로 467,대구광역시 수성구 수성동2가 39-16,한국통신사업자협회,1899-4876,35.872174,128.6247892,2020-06-30
"태백시장",시장 입구,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2020-10,대구광역시 동구 동대구로 489,대구광역시 수성구 수성동2가 39-4,한국통신사업자협회,1899-4876,35.8741627,128.6248868,2020-06-30
"목련모자원",휴게실,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2020-10,대구광역시 동구 동대구로 503,대구광역시 수성구 파동 133-11,한국통신사업자협회,1899-4876,35.8754306,128.6251127,2020-06-30
"고산권보건복지센터",민원실,대구광역시,수성구,관공서,LGU+,Public WiFi Free,2020-10,대구광역시 동구 효동로6길 80,대구광역시 수성구 신매동 170-2,한국통신사업자협회,1899-4876,35.88189713,128.6511329,2020-06-30
"성림노인요양원",휴게실,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2020-10,대구광역시 동구 효동로6길 66,대구광역시 수성구 사월동 9,한국통신사업자협회,1899-4876,35.8825099,128.6498352,2020-06-30
"화랑공원",지역문화시설,대구광역시,수성구,서민·복지시설,SKT,Public WiFi Free,2020-09,대구광역시 동구 동부로30길 40,대구광역시 수성구 만촌1동 1417,한국통신사업자협회,1899-4877,35.8734791,128.628599,2020-06-30
"달서지역자활센터",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 동구 동대구로 550,대구광역시 달서구 이곡동 1191-3,대구광역시 달서구청,053-667-2471,35.8790756,128.6287185,2020-06-30
"달서행복지역자활센터",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 서구 북비산로65길6-3,대구광역시 달서구 상인동 1564,대구광역시 달서구청,053-667-2471,35.8802844,128.5692187,2020-06-30
"달서구청소년쉼터",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 서구 달구벌대로365길3,대구광역시 달서구 본동 789-2,대구광역시 달서구청,053-667-2471,35.8610365,128.5633478,2020-06-30
"성당지역아동센터",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 서구 달서천로83길13,대구광역시 달서구 성당동 493-9,대구광역시 달서구청,053-667-2471,35.8830561,128.578048,2020-06-30
"행복누리장애인보호작업장",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 서구 새방로25길46,대구광역시 달서구 갈산동 100-29,대구광역시 달서구청,053-667-2471,35.8664126,128.5256222,2020-06-30
"달구벌종합스포츠센터",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 서구 서대구로295,대구광역시 달서구 용산동 230-17,대구광역시 달서구청,053-667-2471,35.8842282,128.5552275,2020-06-30
"섬들보호작업장",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 문화로122,대구광역시 달서구 용산동 939-8,대구광역시 달서구청,053-667-2471,35.873636,128.5457716,2020-06-30
"대구성로원",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 평리로148,대구광역시 달서구 진천동 700,대구광역시 달서구청,053-667-2471,35.8585649,128.5406316,2020-06-30
"대구학생문화센터",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 국채보상로279,대구광역시 달서구 용산동 230-6,대구광역시 달서구청,053-667-2471,35.8718982,128.5614469,2020-06-30
"자용모자복지관",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 국채보상로46길16,대구광역시 달서구 용산동 855-1,대구광역시 달서구청,053-667-2471,35.8690202,128.5558445,2020-06-30
"월배(신)시장",전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2020-12,대구광역시 서구 국채보상로257,대구광역시 달서구 진천동 241-3,대구광역시 달서구청,053-667-2471,35.8718022,128.5592204,2020-06-30
"도원시장",전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2020-12,대구광역시 서구 달구벌대로1829,대구광역시 달서구 도원동 1437-1,대구광역시 달서구청,053-667-2471,35.8605891,128.5647531,2020-06-30
"대곡시장",전체,대구광역시,달서구,기타,SKT,Public WiFi Free,2020-12,대구광역시 서구 달서천로83길6,대구광역시 달서구 도원동 1432,대구광역시 달서구청,053-667-2471,35.8820846,128.5780387,2020-06-30
"송현주공시장",전체,대구광역시,달서구,기타,SKT,Public WiFi Free,2020-12,대구광역시 서구 국채보상로52길33,대구광역시 달서구 송현동 1948-3,대구광역시 달서구청,053-667-2471,35.8681107,128.5607115,2020-06-30
"용산종합큰시장",전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2020-12,대구광역시 서구 국채보상로45길33,대구광역시 달서구 용산동 933,대구광역시 달서구청,053-667-2471,35.8737833,128.5557238,2020-06-30
"성서와룡시장",전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2020-12,대구광역시 서구 국채보상로46길57,대구광역시 달서구 신당동 1788-3 외,대구광역시 달서구청,053-667-2471,35.8653317,128.5572538,2020-06-30
"두류종합시장",전체,대구광역시,달서구,기타,LGU+,Public WiFi Free,2020-12,대구광역시 서구 국채보상로60길6,대구광역시 달서구 성당동 704-5,대구광역시 달서구청,053-667-2471,35.8712414,128.5636881,2020-06-30
"대동시장",전체,대구광역시,달서구,기타,SKT,Public WiFi Free,2020-12,대구광역시 서구 문화로 288,대구광역시 달서구 상인동 1472-1,대구광역시 달서구청,053-667-2471,35.8755091,128.5640882,2020-06-30
"달구벌종합복지관",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 북비산로71길7,대구광역시 달서구 용산동 230-17,대구광역시 달서구청,053-667-2471,35.880201281,128.572298959,2020-06-30
"대구시각장애인복지관",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 문화로33길24,대구광역시 달서구 용산동 230-17,대구광역시 달서구청,053-667-2471,35.8769518,128.5507569,2020-06-30
"대구청각언어장애인복지관",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 서대구로4길35,대구광역시 달서구 용산동 230-17,대구광역시 달서구청,053-667-2471,35.8606622,128.5607111,2020-06-30
"학산보호작업장",전체,대구광역시,달서구,서민·복지시설,KT,Public WiFi Free,2020-12,대구광역시 서구 큰장로15길11-1,대구광역시 달서구 갈산동 3-17,대구광역시 달서구청,053-667-2471,35.8672719,128.574556,2020-06-30
"대구광역시청소년수련원",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 달서천로61안길17,대구광역시 달서구 송현동 702,대구광역시 달서구청,053-667-2471,35.8861045,128.5700977,2020-06-30
"달서구청소년수련관",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 염색공단로5길4,대구광역시 달서구 상인동 1593-6,대구광역시 달서구청,053-667-2471,35.8880017,128.5535559,2020-06-30
"달서구청소년문화의집",전체,대구광역시,달서구,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 서구 문화로261,대구광역시 달서구 상인동 1593-6,대구광역시 달서구청,053-667-2471,35.8759232,128.5613114,2020-06-30
"성당동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 서구 달서로55길5,대구광역시 달서구 성당동 434-3,대구광역시 달서구청,053-667-2471,35.8868168,128.574408,2020-06-30
"두류1·2동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 서구 달서로28길9-2,대구광역시 달서구 두류동 841-6,대구광역시 달서구청,053-667-2471,35.87456227,128.5721344,2020-06-30
"두류3동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 서구 서대구로8길64,대구광역시 달서구 두류동 484-17,대구광역시 달서구청,053-667-2471,35.8619496,128.5637153,2020-06-30
"본리동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 남구 대명로58길 11,대구광역시 달서구 본리동 110-4,대구광역시 달서구청,053-667-2471,35.8432344,128.5878291,2020-06-30
"감삼동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 남구 앞산순환로 478,대구광역시 달서구 감삼동 136-2,대구광역시 달서구청,053-667-2471,35.8313155,128.5770017,2020-06-30
"죽전동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 남구 대명남로 73,대구광역시 달서구 죽전동 204-12,대구광역시 달서구청,053-667-2471,35.83509159,128.5660918,2020-06-30
"장기동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 남구 중앙대로 22길 100,대구광역시 달서구 장기동 817-2,대구광역시 달서구청,053-667-2471,35.8424354,128.5959628,2020-06-30
"용산1동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 남구 월배로 496,대구광역시 달서구 용산동 934-6,대구광역시 달서구청,053-667-2471,35.8367855,128.5577515,2020-06-30
"용산2동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 남구 이천로28길 42-43 (이천동),대구광역시 달서구 용산동 499-7,대구광역시 달서구청,053-667-2471,35.8533408,128.5997156,2020-06-30
"이곡1동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 남구 현충로19길 43 (대명동),대구광역시 달서구 이곡동 672-2,대구광역시 달서구청,053-667-2471,35.8412884,128.5774249,2020-06-30
"이곡2동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 남구 이천로10길 50 (봉덕동),대구광역시 달서구 이곡동 1191-3,대구광역시 달서구청,053-667-2471,35.8438374,128.6011308,2020-06-30
"신당동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 관음중앙로28길 1 (관음동),대구광역시 달서구 신당동 1749-1,대구광역시 달서구청,053-667-2471,35.9449107,128.5472256,2020-06-30
"월성1동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 노원로10길 166,대구광역시 달서구 월성동 1396-3,대구광역시 달서구청,053-667-2471,35.8901384,128.5762308,2020-06-30
"월성2동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 연암로42길 77 (산격동),대구광역시 달서구 월성동 86-3,대구광역시 달서구청,053-667-2471,35.9063022,128.6027417,2020-06-30
"진천동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 관음동로9길 10-25 (관음동),대구광역시 달서구 진천동 626-39,대구광역시 달서구청,053-667-2471,35.9378261,128.5455021,2020-06-30
"상인1동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 검단로 8-14,대구광역시 달서구 상인동 1528,대구광역시 달서구청,053-667-2471,35.8986673,128.6169196,2020-06-30
"상인2동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 대현로20길 30,대구광역시 달서구 상인동 1453-7,대구광역시 달서구청,053-667-2471,35.8811819,128.6089517,2020-06-30
"상인3동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 조야로 31-1,대구광역시 달서구 상인동 1579,대구광역시 달서구청,053-667-2471,35.9100787,128.5762131,2020-06-30
"도원동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 연암로 88,대구광역시 달서구 도원동 1429-5,대구광역시 달서구청,053-667-2471,35.8926191,128.5946639,2020-06-30
"송현1동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 대학로15길 16,대구광역시 달서구 송현동 1995,대구광역시 달서구청,053-667-2471,35.89352623,128.6083117,2020-06-30
"송현2동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 신천동로 740,대구광역시 달서구 송현동 528-3,대구광역시 달서구청,053-667-2471,35.8856404,128.6025896,2020-06-30
"본동 행정복지센터",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 칠성시장로 34,대구광역시 달서구 본동 867-3,대구광역시 달서구청,053-667-2471,35.8772404,128.6039645,2020-06-30
"달서구보건소",민원실,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 북구 칠성시장로 34,대구광역시 달서구 월성동 281,대구광역시 달서구청,053-667-2471,35.8772404,128.6039645,2020-06-30
"성서보건지소",민원실,대구광역시,달서구,관공서,SKT,Public WiFi Free,2020-12,대구광역시 북구 침산남로 195,대구광역시 달서구 이곡동 1191-4,대구광역시 달서구청,053-667-2471,35.8872637,128.596993,2020-06-30
"달서구자원봉사센터",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 북구 태전로7길 10-24,대구광역시 달서구 진천동 626-39,대구광역시 달서구청,053-667-2471,35.9240928,128.5433323,2020-06-30
"본리종합사회복지관",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 북구 태전로 15,대구광역시 달서구 본리동 110-4,대구광역시 달서구청,053-667-2471,35.9216539,128.544899,2020-06-30
"월성종합사회복지관",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 북구 칠곡중앙대로 397-20,대구광역시 달서구 월성동 273,대구광역시 달서구청,053-667-2471,35.9316356,128.5461611,2020-06-30
"성서종합사회복지관",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 수성구 희망로 201(황금동),대구광역시 달서구 신당동 1844,대구광역시 달서구청,053-667-2471,35.8468644,128.6209098,2020-06-30
"신당종합사회복지관",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 수성구 달구벌대로 2450(범어동),대구광역시 달서구 신당동 1846,대구광역시 달서구청,053-667-2471,35.8580437,128.630552,2020-06-30
"월배노인복지센터",전체,대구광역시,달서구,서민·복지시설,SKT,Public WiFi Free,2020-12,대구광역시 수성구 성동로 74-16(사월동),대구광역시 달서구 월성동 1537,대구광역시 달서구청,053-667-2471,35.8423746,128.7243619,2020-06-30
"달서별빛캠프 캠핑장",전체,대구광역시,달서구,기타,KT,Public WiFi Free,2020-12,대구광역시 수성구 수성로 213(중동),대구광역시 달서구 송현동 산56,대구광역시 달서구청,053-667-2471,35.8447846,128.6122124,2020-06-30
"달서가족문화도서관",전체,대구광역시,달서구,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 수성구 달구벌대로 3260-2(신매동),대구광역시 달서구 대천동 460-8,대구광역시 달서구청,053-667-2471,35.8371318,128.7124229,2020-06-30
"달성군장애인복지관",복지시설內,대구광역시,달성군,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 수성구 달구벌대로 3091(시지동),,대구광역시 달성군청,053-668-2473,35.8435085,128.6951977,2020-06-30
"행복울타리",복지시설內,대구광역시,달성군,서민·복지시설,자체설치,Public WiFi Free,2020-12,대구광역시 수성구 명덕로 443-2 (수성동3가),,대구광역시 달성군청,053-668-2473,35.8547435,128.619027,2020-06-30
"달성군장애인재활자립작업장",복지시설內,대구광역시,달성군,서민·복지시설,자체설치,Public WiFi Free,2020-12,대구광역시 수성구 파동로 136 (파동),,대구광역시 달성군청,053-668-2473,35.8155269,128.6152046,2020-06-30
"달성군노인복지관",사무실,대구광역시,달성군,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 수성구 무열로29길 24(만촌동),,대구광역시 달성군청,053-668-2473,35.871827,128.6464214,2020-06-30
"달성문화원",사무실,대구광역시,달성군,지역문화시설,LGU+,Public WiFi Free,2020-12,대구광역시 수성구 들안로 285-57,,대구광역시 달성군청,053-668-2473,35.8556725,128.616975,2020-06-30
"한일우호관",사무실,대구광역시,달성군,지역문화시설,LGU+,Public WiFi Free,2020-12,대구광역시 수성구 파동로26길 6,,대구광역시 달성군청,053-668-2473,35.8179961,128.6156387,2020-06-30
"달성군청소년센터",사무실,대구광역시,달성군,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 수성구 만촌로 151,,대구광역시 달성군청,053-668-2473,35.8721894,128.6393415,2020-06-30
"달성군민체육센터",체육센터內,대구광역시,달성군,편의시설,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 상화로 373 (상인동),,대구광역시 달성군청,053-668-2473,35.8088907,128.5551508,2020-06-30
"달성군청 도서관",도서관,대구광역시,달성군,교육시설,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 야외음악당로13길 7 (성당동),,대구광역시 달성군청,053-668-2473,35.8426499,128.5523993,2020-06-30
"화원도서관",도서관,대구광역시,달성군,교육시설,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 장산2길 34 (용산동),,대구광역시 달성군청,053-668-2473,35.8559479,128.5254738,2020-06-30
"달성군청 민원실",민원실,대구광역시,달성군,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 달구벌대로301길 186 (용산동),,대구광역시 달성군청,053-668-2473,35.8582653,128.5316115,2020-06-30
"화원읍사무소",민원실,대구광역시,달성군,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 도원로 24 (도원동),,대구광역시 달성군청,053-668-2473,35.8075918,128.5354904,2020-06-30
"달성군종합사회복지관",사무실,대구광역시,달성군,서민·복지시설,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 성서서로69길 7,,대구광역시 달성군청,053-668-2473,35.8558242,128.4993413,2020-06-30
"옥포면사무소",민원실,대구광역시,달성군,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 상원로 22-24 (상인동),,대구광역시 달성군청,053-668-2473,35.811678,128.5378173,2020-06-30
"유가면사무소",민원실,대구광역시,달성군,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 달구벌대로291길 100 (용산동),,대구광역시 달성군청,053-668-2473,35.8534129,128.5251887,2020-06-30
"유치곤장군기념관",기념관,대구광역시,달성군,지역문화시설,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 상화로 420 (상인동),,대구광역시 달성군청,053-668-2473,35.8071988,128.5594488,2020-06-30
"음리보건지소",민원실,대구광역시,달성군,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 야외음악당로 38 (성당동),,대구광역시 달성군청,053-668-2473,35.84061243,128.5531497,2020-06-30
"화원보건지소",민원실,대구광역시,달성군,관공서,LGU+,Public WiFi Free,2020-12,대구광역시 달서구 당산로 37-14 (본리동),,대구광역시 달성군청,053-668-2473,35.84101503,128.5431658,2020-06-30
"논공읍사무소",민원실,대구광역시,달성군,관공서,KT,Public WiFi Free,2020-12,대구광역시 달성군 논공읍 논공로 242,,대구광역시 달성군청,053-668-2473,35.7233173,128.4545652,2020-06-30
"현풍면사무소",민원실,대구광역시,달성군,관공서,KT,Public WiFi Free,2020-12,대구광역시 달성군 현풍면 현풍동로 92,,대구광역시 달성군청,053-668-2473,35.6988635,128.4519976,2020-06-30
"달성군보건소",민원실,대구광역시,달성군,관공서,KT,Public WiFi Free,2020-12,대구광역시 달성군 논공읍 달성군청로 33,,대구광역시 달성군청,053-668-2473,35.7745414,128.4313244,2020-06-30
"다사보건지소",민원실,대구광역시,달성군,관공서,KT,Public WiFi Free,2020-12,대구광역시 달성군 화원읍 비슬로 2594,,대구광역시 달성군청,053-668-2473,35.803907,128.500813,2020-06-30
"가창보건지소",민원실,대구광역시,달성군,관공서,KT,Public WiFi Free,2020-12,대구광역시 달성군 논공읍 논공로 697-9,,대구광역시 달성군청,053-668-2473,35.7303037,128.4519198,2020-06-30
"하빈보건지소",민원실,대구광역시,달성군,관공서,KT,Public WiFi Free,2020-12,대구광역시 달성군 유가읍 테크노상업로 95,,대구광역시 달성군청,053-668-2473,35.6938854,128.4598183,2020-06-30
"옥포보건지소",민원실,대구광역시,달성군,관공서,SKT,Public WiFi Free,2020-12,대구광역시 달성군 화원읍 비슬로 2594,,대구광역시 달성군청,053-668-2473,35.803907,128.500813,2020-06-30
"구지보건지소",민원실,대구광역시,달성군,관공서,KT,Public WiFi Free,2020-12,대구광역시 달성군 현풍면 비슬로130길 17,,대구광역시 달성군청,053-668-2473,35.6948119,128.4403309,2020-06-30
"논공시장(등록)",시장內,대구광역시,달성군,기타,SKT,Public WiFi Free,2020-12,대구광역시 달성군 가창면 가창로 1100,,대구광역시 달성군청,053-668-2473,35.8025854,128.622956,2020-06-30
"구지시장(등록)",시장內,대구광역시,달성군,기타,LGU+,Public WiFi Free,2020-12,대구광역시 달성군 구지면 창리로 11길 38,,대구광역시 달성군청,053-668-2473,35.6587707,128.4135612,2020-06-30
"달성문화복지센터",사무실,대구광역시,달성군,서민·복지시설,KT,Public WiFi Free,2020-12,대구광역시 달성군 구지면 창리로11길 15-5,,대구광역시 달성군청,053-668-2473,35.65778707,128.4127038,2020-06-30
